assembly_accession,protein_id,query,query_id,label
GCA_000010525.1,BAF86161.1,NmrA,PF05368.13,UDP-galactose-4-epimerase
GCA_000010525.1,BAF88054.1,NMT1,PF09084.11,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF88445.1,NMT1,PF09084.11,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF88349.1,NMT1,PF09084.11,ABC-transporter-periplasmic-components
GCA_000010525.1,BAF89897.1,NMT1,PF09084.11,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF86024.1,NMT1,PF09084.11,hypothetical-protein-AZC_0026
GCA_000010525.1,BAF89892.1,NMT1,PF09084.11,putative-ABC-transporter-periplasmic-substrate-binding-protein
GCA_000010525.1,BAF88490.1,NMT1,PF09084.11,putative-ABC-type-nitrate/sulfonate/bicarbonate-transport
GCA_000010525.1,BAF89161.1,NMT1,PF09084.11,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF88359.1,NMT1,PF09084.11,ABC-transporter-periplasmic-binding-protein
GCA_000010525.1,BAF88470.1,NMT1,PF09084.11,bacterial-periplasmic-substrate-binding-protein
GCA_000010525.1,BAF88579.1,NMT1,PF09084.11,ABC-type-nitrate/sulfonate/bicarbonate-transport-periplasmic-component-protein
GCA_000010525.1,BAF87942.1,NMT1,PF09084.11,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF89175.1,NMT1,PF09084.11,putative-sulfate-ester-transport-system-substrate-binding-protein-precursor
GCA_000010525.1,BAF89168.1,NMT1,PF09084.11,sulfate-ester-transport-system-substrate-binding-protein
GCA_000010525.1,BAF89169.1,NMT1,PF09084.11,sulfate-ester-transport-system-substrate-binding-protein
GCA_000010525.1,BAF89158.1,NMT1,PF09084.11,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF88500.1,NMT1,PF09084.11,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF87977.1,NMT1,PF09084.11,putative-ABC-type-nitrate/sulfonate/bicarbonate-transport-system-periplasmic-component
GCA_000010525.1,BAF88275.1,NMT1,PF09084.11,sulfonate-ABC-transporter-periplasmic-sulfonate-binding-protein
GCA_000010525.1,BAF86758.1,NMT1,PF09084.11,ABC-transporter-nitrate-binding-protein
GCA_000010525.1,BAF90395.1,NMT1,PF09084.11,putative-taurine-transport-system-protein
GCA_000010525.1,BAF86321.1,NMT1,PF09084.11,TRAP-transporter-solute-receptor
GCA_000010525.1,BAF87948.1,NMT1,PF09084.11,putative-periplasmic-substrate-binding-transmembrane-protein
GCA_000010525.1,BAF87055.1,NMT1,PF09084.11,phosphonate-binding-periplasmic-protein
GCA_000010525.1,BAF86689.1,NMT1,PF09084.11,putative-nitrate-transport-protein
GCA_000010525.1,BAF86684.1,NMT1,PF09084.11,nitrate-transporter-component
GCA_000010525.1,BAF88482.1,NMT1,PF09084.11,amino-acid-ABC-transporter-solute-binding-protein
GCA_000010525.1,BAF90373.1,NMT1,PF09084.11,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF86684.1,NMT1_2,PF13379.6,nitrate-transporter-component
GCA_000010525.1,BAF86758.1,NMT1_2,PF13379.6,ABC-transporter-nitrate-binding-protein
GCA_000010525.1,BAF86689.1,NMT1_2,PF13379.6,putative-nitrate-transport-protein
GCA_000010525.1,BAF88275.1,NMT1_2,PF13379.6,sulfonate-ABC-transporter-periplasmic-sulfonate-binding-protein
GCA_000010525.1,BAF88359.1,NMT1_2,PF13379.6,ABC-transporter-periplasmic-binding-protein
GCA_000010525.1,BAF88712.1,NMT1_2,PF13379.6,ABC-transporter-periplasmic-binding-protein
GCA_000010525.1,BAF90373.1,NMT1_2,PF13379.6,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF87948.1,NMT1_2,PF13379.6,putative-periplasmic-substrate-binding-transmembrane-protein
GCA_000010525.1,BAF89158.1,NMT1_2,PF13379.6,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF87942.1,NMT1_2,PF13379.6,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF89161.1,NMT1_2,PF13379.6,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF89169.1,NMT1_2,PF13379.6,sulfate-ester-transport-system-substrate-binding-protein
GCA_000010525.1,BAF88490.1,NMT1_2,PF13379.6,putative-ABC-type-nitrate/sulfonate/bicarbonate-transport
GCA_000010525.1,BAF88500.1,NMT1_2,PF13379.6,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF88644.1,NMT1_2,PF13379.6,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF89168.1,NMT1_2,PF13379.6,sulfate-ester-transport-system-substrate-binding-protein
GCA_000010525.1,BAF90395.1,NMT1_2,PF13379.6,putative-taurine-transport-system-protein
GCA_000010525.1,BAF89175.1,NMT1_2,PF13379.6,putative-sulfate-ester-transport-system-substrate-binding-protein-precursor
GCA_000010525.1,BAF88470.1,NMT1_2,PF13379.6,bacterial-periplasmic-substrate-binding-protein
GCA_000010525.1,BAF88054.1,NMT1_2,PF13379.6,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF88349.1,NMT1_2,PF13379.6,ABC-transporter-periplasmic-components
GCA_000010525.1,BAF88579.1,NMT1_2,PF13379.6,ABC-type-nitrate/sulfonate/bicarbonate-transport-periplasmic-component-protein
GCA_000010525.1,BAF86321.1,NMT1_3,PF16868.5,TRAP-transporter-solute-receptor
GCA_000010525.1,BAF89161.1,NMT1_3,PF16868.5,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF88579.1,NMT1_3,PF16868.5,ABC-type-nitrate/sulfonate/bicarbonate-transport-periplasmic-component-protein
GCA_000010525.1,BAF88359.1,NMT1_3,PF16868.5,ABC-transporter-periplasmic-binding-protein
GCA_000010525.1,BAF87431.1,NnrS,PF05940.12,NnrS-protein
GCA_000010525.1,BAF90330.1,NnrU,PF07298.11,conserved-hypothetical-protein
GCA_000010525.1,BAF89113.1,NnrU,PF07298.11,isoprenylcysteine-carboxyl-methyltransferase
GCA_000010525.1,BAF89816.1,NodA,PF02474.15,nodulation-protein-A
GCA_000010525.1,BAF89813.1,NodS,PF05401.11,nodulation-protein-S
GCA_000010525.1,BAF90337.1,NodS,PF05401.11,regulatory-protein
GCA_000010525.1,BAF88436.1,NodS,PF05401.11,cyclopropane-fatty-acyl-phospholipid-synthase
GCA_000010525.1,BAF89787.1,NodS,PF05401.11,trans-aconitate-methyltransferase
GCA_000010525.1,BAF89809.1,NodZ,PF05830.11,nodulation-protein-Z
GCA_000010525.1,BAF89293.1,Nramp,PF01566.18,manganese-transport-protein
GCA_000010525.1,BAF89480.1,NrsF,PF06532.11,protein-of-unknown-function
GCA_000010525.1,BAF87829.1,NTP_transferase,PF00483.23,glucose-1-phosphate-thymidylyltransferase
GCA_000010525.1,BAF86055.1,NTP_transferase,PF00483.23,GDP-mannose-1-phosphate-guanylyltransferase
GCA_000010525.1,BAF86160.1,NTP_transferase,PF00483.23,UTP--glucose-1-phosphate-uridylyltransferase
GCA_000010525.1,BAF89478.1,NTP_transferase,PF00483.23,glucose-1-phosphate-cytidylyltransferase
GCA_000010525.1,BAF86710.1,NTP_transferase,PF00483.23,nucleotidyltransferase-family-protein
GCA_000010525.1,BAF87716.1,NTP_transferase,PF00483.23,glucosamine-1-phosphate-N-acetyltransferase
GCA_000010525.1,BAF88929.1,NTP_transf_3,PF12804.7,conserved-hypothetical-protein
GCA_000010525.1,BAF87709.1,NTP_transf_3,PF12804.7,putative-molybdopterin-guanine-dinucleotide-biosynthesis-protein-A
GCA_000010525.1,BAF87716.1,NTP_transf_3,PF12804.7,glucosamine-1-phosphate-N-acetyltransferase
GCA_000010525.1,BAF86710.1,NTP_transf_3,PF12804.7,nucleotidyltransferase-family-protein
GCA_000010525.1,BAF89087.1,NTP_transf_3,PF12804.7,4-diphosphocytidyl-2C-methyl-D-erythritol-synthase
GCA_000010525.1,BAF87829.1,NTP_transf_3,PF12804.7,glucose-1-phosphate-thymidylyltransferase
GCA_000010525.1,BAF86135.1,NTP_transf_3,PF12804.7,3-deoxy-D-manno-octulosonate-cytidylyltransferase
GCA_000010525.1,BAF89478.1,NTP_transf_3,PF12804.7,glucose-1-phosphate-cytidylyltransferase
GCA_000010525.1,BAF86055.1,NTP_transf_3,PF12804.7,GDP-mannose-1-phosphate-guanylyltransferase
GCA_000010525.1,BAF87688.1,NTP_transf_8,PF12281.8,hypothetical-protein-AZC_1690
GCA_000010525.1,BAF90366.1,Nuc_deoxyrib_tr,PF05014.15,putative-nucleoside-2-deoxyribosyltransferase
GCA_000010525.1,BAF88209.1,Nuc_H_symport,PF03825.16,putative-proton/sugar-symporter
GCA_000010525.1,BAF90088.1,NUDIX,PF00293.28,invasion-protein-A
GCA_000010525.1,BAF86396.1,NUDIX,PF00293.28,putative-ADP-ribose-phosphohydrolase-precursor
GCA_000010525.1,BAF86313.1,NUDIX,PF00293.28,NTP-pyrophosphohydrolase
GCA_000010525.1,BAF89555.1,NUDIX,PF00293.28,conserved-hypothetical-protein
GCA_000010525.1,BAF86138.1,NUDIX,PF00293.28,MutT/NUDIX-family-protein
GCA_000010525.1,BAF86126.1,NUDIX,PF00293.28,nucleoside-diphosphate-pyrophosphatase
GCA_000010525.1,BAF89505.1,NUDIX,PF00293.28,nudix-hydrolase
GCA_000010525.1,BAF87855.1,NUDIX,PF00293.28,conserved-hypothetical-protein
GCA_000010525.1,BAF89385.1,NUDIX,PF00293.28,conserved-hypothetical-protein
GCA_000010525.1,BAF86138.1,NUDIX-like,PF09296.11,MutT/NUDIX-family-protein
GCA_000010525.1,BAF86454.1,NUDIX_4,PF14815.6,A/G-specific-adenine-glycosylase
GCA_000010525.1,BAF86313.1,NUDIX_4,PF14815.6,NTP-pyrophosphohydrolase
GCA_000010525.1,BAF86016.1,NusA_N,PF08529.11,transcription-termination-factor
GCA_000010525.1,BAF87264.1,NusB,PF01029.18,antitermination-protein
GCA_000010525.1,BAF90696.1,NusB,PF01029.18,rRNA-SAM-dependent-methyltransferase
GCA_000010525.1,BAF86880.1,NusG,PF02357.19,transcription-antitermination-protein
GCA_000010525.1,BAF87250.1,NYN,PF01936.18,uncharacterized-conserved-protein
GCA_000010525.1,BAF90206.1,OB_MalK,PF17912.1,ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF90043.1,OB_RNB,PF08206.11,cold-shock-protein
GCA_000010525.1,BAF87934.1,OB_RNB,PF08206.11,DNA-binding-cold-shock-protein
GCA_000010525.1,BAF90713.1,OB_RNB,PF08206.11,transcription-termination-factor-protein
GCA_000010525.1,BAF87396.1,OB_RNB,PF08206.11,cold-shock-protein
GCA_000010525.1,BAF88008.1,OCD_Mu_crystall,PF02423.15,ornithine-cyclodeaminase
GCA_000010525.1,BAF89354.1,OCD_Mu_crystall,PF02423.15,putative-dehydrogenase
GCA_000010525.1,BAF88815.1,OEP,PF02321.18,type-I-secretion-outer-membrane-protein
GCA_000010525.1,BAF89286.1,OEP,PF02321.18,RND-efflux-system-outer-membrane-lipoprotein
GCA_000010525.1,BAF89991.1,OEP,PF02321.18,outer-membrane-efflux-family-protein-precursor
GCA_000010525.1,BAF86786.1,OHCU_decarbox,PF09349.10,uncharacterized-protein-AZC_0788
GCA_000010525.1,BAF86981.1,OKR_DC_1,PF01276.20,Orn/Lys/Arg-decarboxylase
GCA_000010525.1,BAF89017.1,OKR_DC_1,PF01276.20,arginine/lysine/ornithine-decarboxylases
GCA_000010525.1,BAF89017.1,OKR_DC_1_C,PF03711.15,arginine/lysine/ornithine-decarboxylases
GCA_000010525.1,BAF86981.1,OKR_DC_1_C,PF03711.15,Orn/Lys/Arg-decarboxylase
GCA_000010525.1,BAF86981.1,OKR_DC_1_N,PF03709.15,Orn/Lys/Arg-decarboxylase
GCA_000010525.1,BAF89017.1,OKR_DC_1_N,PF03709.15,arginine/lysine/ornithine-decarboxylases
GCA_000010525.1,BAF88994.1,oligo_HPY,PF08352.12,ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF89041.1,oligo_HPY,PF08352.12,oligopeptide/dipeptide-ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF88009.1,oligo_HPY,PF08352.12,oligopeptide-ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF89042.1,oligo_HPY,PF08352.12,peptide-ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF88906.1,oligo_HPY,PF08352.12,ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF87981.1,oligo_HPY,PF08352.12,ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF88010.1,oligo_HPY,PF08352.12,oligopeptide-ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF88661.1,oligo_HPY,PF08352.12,oligopeptide/dipeptide-ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF88627.1,oligo_HPY,PF08352.12,oligopeptide/dipeptide-ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF88693.1,oligo_HPY,PF08352.12,oligopeptide/dipeptide-ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF87549.1,oligo_HPY,PF08352.12,oligopeptide/dipeptide-ABC-transporter
GCA_000010525.1,BAF86807.1,oligo_HPY,PF08352.12,peptide-ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF88628.1,oligo_HPY,PF08352.12,oligopeptide/dipeptide-ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF88905.1,oligo_HPY,PF08352.12,ABC-type-uncharacterized-transport-ATPase-component
GCA_000010525.1,BAF88652.1,oligo_HPY,PF08352.12,oligopeptide-ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF87547.1,oligo_HPY,PF08352.12,oligopeptide/dipeptide-ABC-transporter
GCA_000010525.1,BAF87980.1,oligo_HPY,PF08352.12,ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF88660.1,oligo_HPY,PF08352.12,oligopeptide/dipeptide-ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF88692.1,oligo_HPY,PF08352.12,oligopeptide/dipeptide-ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF88046.1,oligo_HPY,PF08352.12,ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF87866.1,oligo_HPY,PF08352.12,ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF88024.1,oligo_HPY,PF08352.12,ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF87512.1,oligo_HPY,PF08352.12,ABC-transporter-related-protein
GCA_000010525.1,BAF89775.1,oligo_HPY,PF08352.12,oligopeptide-ABC-transporter
GCA_000010525.1,BAF86806.1,oligo_HPY,PF08352.12,peptide-ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF86771.1,oligo_HPY,PF08352.12,oligopeptide-ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF86127.1,oligo_HPY,PF08352.12,ABC-transporter
GCA_000010525.1,BAF87954.1,oligo_HPY,PF08352.12,ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF88075.1,oligo_HPY,PF08352.12,ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF88651.1,oligo_HPY,PF08352.12,oligopeptide/dipeptide-ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF89776.1,oligo_HPY,PF08352.12,peptide-ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF86770.1,oligo_HPY,PF08352.12,oligopeptide-ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF86523.1,OmpA,PF00691.20,OmpA/MotB-precursor
GCA_000010525.1,BAF86409.1,OmpA,PF00691.20,outer-membrane-protein
GCA_000010525.1,BAF86494.1,OmpA,PF00691.20,flagellar-motor-protein
GCA_000010525.1,BAF86778.1,OmpA,PF00691.20,OmpA-family-protein
GCA_000010525.1,BAF88594.1,OmpA,PF00691.20,OmpA-family-protein
GCA_000010525.1,BAF89725.1,OmpA_membrane,PF01389.17,outer-membrane-protein-Omp31-precursor
GCA_000010525.1,BAF89960.1,OmpA_membrane,PF01389.17,"outer-membrane-protein,-31-kDa-precursor"
GCA_000010525.1,BAF89961.1,OmpA_membrane,PF01389.17,putative-outer-membrane-immunogenic-protein
GCA_000010525.1,BAF86157.1,OMPdecase,PF00215.24,orotidine-5'-phosphate-decarboxylase
GCA_000010525.1,BAF89740.1,OmpW,PF03922.14,outer-membrane-protein
GCA_000010525.1,BAF89959.1,OMP_b-brl,PF13505.6,outer-membrane-protein-Omp31-precursor
GCA_000010525.1,BAF89724.1,OMP_b-brl,PF13505.6,outer-membrane-protein-Omp31-precursor
GCA_000010525.1,BAF89725.1,OMP_b-brl,PF13505.6,outer-membrane-protein-Omp31-precursor
GCA_000010525.1,BAF89960.1,OMP_b-brl,PF13505.6,"outer-membrane-protein,-31-kDa-precursor"
GCA_000010525.1,BAF89961.1,OMP_b-brl,PF13505.6,putative-outer-membrane-immunogenic-protein
GCA_000010525.1,BAF86971.1,OMP_b-brl,PF13505.6,opacity-protein
GCA_000010525.1,BAF89740.1,OMP_b-brl,PF13505.6,outer-membrane-protein
GCA_000010525.1,BAF88968.1,OMP_b-brl,PF13505.6,long-chain-fatty-acid-transport-protein
GCA_000010525.1,BAF89725.1,Opacity,PF02462.15,outer-membrane-protein-Omp31-precursor
GCA_000010525.1,BAF89959.1,Opacity,PF02462.15,outer-membrane-protein-Omp31-precursor
GCA_000010525.1,BAF86971.1,Opacity,PF02462.15,opacity-protein
GCA_000010525.1,BAF86151.1,OpgC_C,PF10129.9,putative-opgC-protein-precursor
GCA_000010525.1,BAF88991.1,OppC_N,PF12911.7,ABC-type-dipeptide/oligopeptide/nickel-transport-permease-protein
GCA_000010525.1,BAF86772.1,OppC_N,PF12911.7,ABC-transporter-permease-protein
GCA_000010525.1,BAF88626.1,OppC_N,PF12911.7,ABC-transporter-permease-protein
GCA_000010525.1,BAF88045.1,OppC_N,PF12911.7,ABC-transporter-permease-protein
GCA_000010525.1,BAF88907.1,OppC_N,PF12911.7,ABC-transporter-permease-protein
GCA_000010525.1,BAF88650.1,OppC_N,PF12911.7,oligopeptide/dipeptide-ABC-transporter-permease-component-protein
GCA_000010525.1,BAF87982.1,OppC_N,PF12911.7,ABC-transporter-permease-protein
GCA_000010525.1,BAF87550.1,OppC_N,PF12911.7,ABC-transporter-permease-protein
GCA_000010525.1,BAF86808.1,OppC_N,PF12911.7,peptide-ABC-transporter-permease-protein
GCA_000010525.1,BAF88659.1,OppC_N,PF12911.7,ABC-transporter-permease-protein
GCA_000010525.1,BAF86130.1,OppC_N,PF12911.7,peptide-ABC-transporter-permease-protein
GCA_000010525.1,BAF87511.1,OppC_N,PF12911.7,ABC-transporter-permease-protein
GCA_000010525.1,BAF89959.1,OprF,PF05736.11,outer-membrane-protein-Omp31-precursor
GCA_000010525.1,BAF87183.1,OpuAC,PF04069.12,glycine-betaine/L-proline-ABC-transporter
GCA_000010525.1,BAF89158.1,OpuAC,PF04069.12,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF88359.1,OpuAC,PF04069.12,ABC-transporter-periplasmic-binding-protein
GCA_000010525.1,BAF90657.1,Orn_Arg_deC_N,PF02784.16,diaminopimelate-decarboxylase
GCA_000010525.1,BAF86331.1,Orn_Arg_deC_N,PF02784.16,ornithine-decarboxylase
GCA_000010525.1,BAF90657.1,Orn_DAP_Arg_deC,PF00278.22,diaminopimelate-decarboxylase
GCA_000010525.1,BAF86331.1,Orn_DAP_Arg_deC,PF00278.22,ornithine-decarboxylase
GCA_000010525.1,BAF90126.1,OSCP,PF00213.18,H+-transporting-two-sector-ATPase-delta-(OSCP)-subunit
GCA_000010525.1,BAF87805.1,OsmC,PF02566.19,OsmC-like-protein
GCA_000010525.1,BAF88975.1,OsmC,PF02566.19,organic-hydroperoxide-resistance-protein
GCA_000010525.1,BAF90245.1,OsmC,PF02566.19,conserved-hypothetical-protein
GCA_000010525.1,BAF89925.1,OstA,PF03968.14,conserved-hypothetical-protein
GCA_000010525.1,BAF90321.1,OstA,PF03968.14,putative-organic-solvent-tolerance-protein-like-precursor
GCA_000010525.1,BAF90025.1,OTCace,PF00185.24,ornithine-carbamoyltransferase
GCA_000010525.1,BAF88849.1,OTCace,PF00185.24,aspartate-carbamoyltransferase
GCA_000010525.1,BAF90025.1,OTCace_N,PF02729.21,ornithine-carbamoyltransferase
GCA_000010525.1,BAF88849.1,OTCace_N,PF02729.21,aspartate-carbamoyltransferase
GCA_000010525.1,BAF87064.1,Oxidored_FMN,PF00724.20,morphinone-reductase
GCA_000010525.1,BAF89188.1,Oxidored_FMN,PF00724.20,flavoprotein-monooxygenase
GCA_000010525.1,BAF87174.1,Oxidored_FMN,PF00724.20,FMN-oxidoreductase
GCA_000010525.1,BAF86112.1,Oxidored_FMN,PF00724.20,NADH-flavin-oxidoreductase
GCA_000010525.1,BAF89165.1,Oxidored_molyb,PF00174.19,sulfite-oxidase-and-related-enzymes
GCA_000010525.1,BAF87523.1,Oxidored_molyb,PF00174.19,oxidoreductase
GCA_000010525.1,BAF89134.1,Oxidored_molyb,PF00174.19,twin-arginine-translocation-pathway-signal-precursor
GCA_000010525.1,BAF87035.1,Oxidored_nitro,PF00148.19,nitrogenase-molybdenum-iron-cofactor-biosynthesis-protein
GCA_000010525.1,BAF87037.1,Oxidored_nitro,PF00148.19,nitrogenase-molybdenum-iron-protein-beta-chain
GCA_000010525.1,BAF87036.1,Oxidored_nitro,PF00148.19,nitrogenase-MoFe-cofactor-biosynthesis-NifE-protein
GCA_000010525.1,BAF87038.1,Oxidored_nitro,PF00148.19,nitrogenase-molybdenum-iron-protein-alpha-chain
GCA_000010525.1,BAF87676.1,Oxidored_q2,PF00420.24,NADH-dehydrogenase-I-chain-K
GCA_000010525.1,BAF87675.1,Oxidored_q3,PF00499.20,NADH-ubiquinone-oxidoreductase-chain-J-protein
GCA_000010525.1,BAF87665.1,Oxidored_q4,PF00507.19,NADH-ubiquinone-dehydrogenase-chain-A-1-precursor
GCA_000010525.1,BAF87678.1,Oxidored_q5_N,PF01059.17,proton-translocating-NADH-quinone-oxidoreductase-chain-M-protein
GCA_000010525.1,BAF86593.1,Oxidored_q6,PF01058.22,HupU-protein
GCA_000010525.1,BAF86596.1,Oxidored_q6,PF01058.22,Ni-Fe-hydrogenase-small-subunit-protein
GCA_000010525.1,BAF90353.1,Oxidored_q6,PF01058.22,NADH-ubiquinone-oxidoreductase
GCA_000010525.1,BAF87666.1,Oxidored_q6,PF01058.22,NADH-ubiqionone-oxidoreductase-chain-B-protein
GCA_000010525.1,BAF90011.1,OxoGdeHyase_C,PF16870.5,2-oxoglutarate-dehydrogenase
GCA_000010525.1,BAF90225.1,P-II,PF00543.22,GlnK-protein
GCA_000010525.1,BAF87600.1,P-II,PF00543.22,nitrogen-regulatory-protein-PII
GCA_000010525.1,BAF89518.1,p450,PF00067.22,FAD-binding-oxidoreductase
GCA_000010525.1,BAF86054.1,p450,PF00067.22,cytochrome-P450
GCA_000010525.1,BAF89977.1,P5CR_dimer,PF14748.6,delta-1-pyrroline-5-carboxylate-reductase
GCA_000010525.1,BAF87274.1,PadR,PF03551.14,transcriptional-regulator
GCA_000010525.1,BAF90000.1,PadR,PF03551.14,transcriptional-regulator
GCA_000010525.1,BAF87879.1,PAF-AH_p_II,PF03403.13,dienelactone-hydrolase
GCA_000010525.1,BAF88718.1,Paired_CXXCH_1,PF09699.10,putative-cytochrome-c-oxidase-protein
GCA_000010525.1,BAF87191.1,PALP,PF00291.25,threonine-dehydratase
GCA_000010525.1,BAF88297.1,PALP,PF00291.25,threonine-dehydratase
GCA_000010525.1,BAF86707.1,PALP,PF00291.25,cysteine-synthase-K/M
GCA_000010525.1,BAF88823.1,PALP,PF00291.25,putative-cysteine-synthase
GCA_000010525.1,BAF86025.1,PALP,PF00291.25,cysteine-synthase
GCA_000010525.1,BAF86265.1,PALP,PF00291.25,1-aminocyclopropane-1-carboxylate-deaminase
GCA_000010525.1,BAF87016.1,PALP,PF00291.25,tryptophan-synthase-beta-chain
GCA_000010525.1,BAF88237.1,PALP,PF00291.25,threonine-synthase
GCA_000010525.1,BAF87587.1,Pantoate_ligase,PF02569.15,pantoate-beta-alanine-ligase
GCA_000010525.1,BAF90329.1,Pantoate_transf,PF02548.15,ketopantoate-hydroxymethyltransferase-precursor
GCA_000010525.1,BAF89997.1,PAP2,PF01569.21,phosphoesterase
GCA_000010525.1,BAF87579.1,PAP2,PF01569.21,putative-phosphoesterase
GCA_000010525.1,BAF86744.1,PAP2,PF01569.21,PA-phosphatase-related-phosphoesterase
GCA_000010525.1,BAF86942.1,PAP2,PF01569.21,putative-acid-phosphatase
GCA_000010525.1,BAF88094.1,PAP2,PF01569.21,putative-autotransporter
GCA_000010525.1,BAF88231.1,PAP2,PF01569.21,conserved-hypothetical-protein
GCA_000010525.1,BAF90427.1,PAP2,PF01569.21,outer-membrane-autotransporter-barrel-precursor
GCA_000010525.1,BAF87579.1,PAP2_3,PF14378.6,putative-phosphoesterase
GCA_000010525.1,BAF88231.1,PAP2_3,PF14378.6,conserved-hypothetical-protein
GCA_000010525.1,BAF86925.1,PAPS_reduct,PF01507.19,phosphoadenosine-phosphosulfate-reductase
GCA_000010525.1,BAF86921.1,PAPS_reduct,PF01507.19,phosphoadenosine-phosphosulfate-reductase
GCA_000010525.1,BAF89361.1,ParA,PF10609.9,putative-multidrug-resistance-related-protein
GCA_000010525.1,BAF88583.1,ParA,PF10609.9,ParA-family-protein
GCA_000010525.1,BAF90709.1,ParA,PF10609.9,chromosome-partitioning-protein
GCA_000010525.1,BAF89831.1,ParA,PF10609.9,putative-partition-protein
GCA_000010525.1,BAF90710.1,ParBc,PF02195.18,ParB-like-partition-protein
GCA_000010525.1,BAF89841.1,ParBc,PF02195.18,ParB-like-partition-protein
GCA_000010525.1,BAF87528.1,ParBc,PF02195.18,conserved-hypothetical-protein
GCA_000010525.1,BAF88563.1,ParBc_2,PF08857.11,uncharacterized-protein-AZC_2565
GCA_000010525.1,BAF90555.1,ParD_antitoxin,PF03693.14,hypothetical-protein-AZC_4557
GCA_000010525.1,BAF88233.1,ParE_toxin,PF05016.15,conserved-hypothetical-protein
GCA_000010525.1,BAF90556.1,ParE_toxin,PF05016.15,conserved-hypothetical-protein
GCA_000010525.1,BAF89764.1,PAS,PF00989.25,putative-two-component-sensor-histidine-kinase
GCA_000010525.1,BAF86757.1,PAS,PF00989.25,transcriptional-regulator
GCA_000010525.1,BAF90652.1,PAS,PF00989.25,sensor-protein-fixL
GCA_000010525.1,BAF89083.1,PAS,PF00989.25,hypothetical-80.5-kDa-protein-in-ntrC-5'region
GCA_000010525.1,BAF86571.1,PAS,PF00989.25,methyl-accepting-chemotaxis-receptor
