id,query,description,log_probability,log_probability_random,n_elements,evidence,evidence_strength
PF00924,MS_channel,Mechanosensitive ion channel,-1.55346662,-1.96655592,4,0.17940240,Weak
PF01070,FMN_dh,FMN-dependent dehydrogenase,-3.52110766,-3.93311184,8,0.17893114,Weak
PF13407,Peripla_BP_4,Periplasmic binding protein domain,-3.52132136,-3.93311184,8,0.17883833,Weak
PF04321,RmlD_sub_bind,RmlD substrate binding domain,-6.96544440,-7.37458470,15,0.17768737,Weak
PF00665,rve,Integrase core domain,-4.99946048,-5.40802878,11,0.17743896,Weak
PF13242,Hydrolase_like,HAD-hyrolase-like,-4.50787087,-4.91638980,10,0.17741752,Weak
PF16822,ALGX,SGNH hydrolase-like domain; acetyltransferase AlgX,-1.55863006,-1.96655592,4,0.17715995,Weak
PF07715,Plug,TonB-dependent Receptor Plug Domain,-6.47518471,-6.88294572,14,0.17708835,Weak
PF13328,HD_4,HD domain,-0.57611281,-0.98327796,2,0.17682958,Weak
PF13671,AAA_33,AAA domain,-3.03478606,-3.44147286,7,0.17662183,Weak
PF01935,DUF87,Helicase HerA; central domain,-1.06845266,-1.47491694,3,0.17652520,Weak
PF16363,GDP_Man_Dehyd,GDP-mannose 4;6 dehydratase,-6.47811792,-6.88294572,14,0.17581448,Weak
PF06779,MFS_4,Uncharacterised MFS-type transporter YbfB,-2.54721338,-2.94983388,6,0.17485586,Weak
PF03328,HpcH_HpaI,HpcH/HpaI aldolase/citrate lyase family,-5.49774229,-5.89966776,12,0.17455401,Weak
PF08245,Mur_ligase_M,Mur ligase middle domain,-2.05658064,-2.45819490,5,0.17441886,Weak
PF01261,AP_endonuc_2,Xylose isomerase-like TIM barrel,-2.54842850,-2.94983388,6,0.17432814,Weak
PF00570,HRDC,HRDC domain,-1.56525042,-1.96655592,4,0.17428477,Weak
PF01642,MM_CoA_mutase,Methylmalonyl-CoA mutase,-1.07554506,-1.47491694,3,0.17344501,Weak
PF00667,FAD_binding_1,FAD binding domain,-1.07815468,-1.47491694,3,0.17231166,Weak
PF00521,DNA_topoisoIV,DNA gyrase/topoisomerase IV; subunit A,-0.58683999,-0.98327796,2,0.17217082,Weak
PF03989,DNA_gyraseA_C,DNA gyrase C-terminal domain; beta-propeller,-0.58683999,-0.98327796,2,0.17217082,Weak
PF03401,TctC,Tripartite tricarboxylate transporter family receptor,-2.55380127,-2.94983388,6,0.17199477,Weak
PF00324,AA_permease,Amino acid permease,-1.07905022,-1.47491694,3,0.17192273,Weak
PF00975,Thioesterase,Thioesterase domain,-0.58800758,-0.98327796,2,0.17166374,Weak
PF04268,SoxG,Sarcosine oxidase; gamma subunit family,-1.57179133,-1.96655592,4,0.17144408,Weak
PF01738,DLH,Dienelactone hydrolase family,-3.04716950,-3.44147286,7,0.17124377,Weak
PF00593,TonB_dep_Rec,TonB dependent receptor,-6.00003072,-6.39130674,13,0.16992902,Weak
PF02151,UVR,UvrB/uvrC motif,-0.59203293,-0.98327796,2,0.16991556,Weak
PF01077,NIR_SIR,Nitrite and sulphite reductase 4Fe-4S domain,-0.59424347,-0.98327796,2,0.16895553,Weak
PF18024,HTH_50,Helix-turn-helix domain,-0.59497497,-0.98327796,2,0.16863785,Weak
PF00676,E1_dh,Dehydrogenase E1 component,-1.58171985,-1.96655592,4,0.16713218,Weak
PF00183,HSP90,Hsp90 protein,-0.59869768,-0.98327796,2,0.16702109,Weak
PF00557,Peptidase_M24,Metallopeptidase family M24,-1.58312575,-1.96655592,4,0.16652161,Weak
PF00743,FMO-like,Flavin-binding monooxygenase-like,-1.09515451,-1.47491694,3,0.16492873,Weak
PF04339,FemAB_like,Peptidogalycan biosysnthesis/recognition,-1.09617346,-1.47491694,3,0.16448621,Weak
PF01493,GXGXG,GXGXG motif,-1.58840090,-1.96655592,4,0.16423064,Weak
PF03060,NMO,Nitronate monooxygenase,-3.06367393,-3.44147286,7,0.16407599,Weak
PF01435,Peptidase_M48,Peptidase family M48,-1.58937334,-1.96655592,4,0.16380831,Weak
PF01594,AI-2E_transport,AI-2E family transporter,-2.08425623,-2.45819490,5,0.16239950,Weak
PF13394,Fer4_14,4Fe-4S single cluster domain,-1.59484756,-1.96655592,4,0.16143089,Weak
PF05977,MFS_3,Transmembrane secretion effector,-2.08702379,-2.45819490,5,0.16119756,Weak
PF01370,Epimerase,NAD dependent epimerase/dehydratase family,-16.83688634,-17.20736430,35,0.16089653,Weak
PF01734,Patatin,Patatin-like phospholipase,-1.59642966,-1.96655592,4,0.16074379,Weak
PF00378,ECH_1,Enoyl-CoA hydratase/isomerase,-5.53071677,-5.89966776,12,0.16023338,Weak
PF08220,HTH_DeoR,DeoR-like helix-turn-helix domain,-3.56615750,-3.93311184,8,0.15936625,Weak
PF00389,2-Hacid_dh,D-isomer specific 2-hydroxyacid dehydrogenase; catalytic domain,-3.07465826,-3.44147286,7,0.15930556,Weak
PF00768,Peptidase_S11,D-alanyl-D-alanine carboxypeptidase,-1.11338604,-1.47491694,3,0.15701088,Weak
PF18053,GyrB_insert,DNA gyrase B subunit insert domain,-0.62176493,-0.98327796,2,0.15700311,Weak
PF00999,Na_H_Exchanger,Sodium/hydrogen exchanger family,-1.60542621,-1.96655592,4,0.15683664,Weak
PF00925,GTP_cyclohydro2,GTP cyclohydrolase II,-1.60592924,-1.96655592,4,0.15661818,Weak
PF14698,ASL_C2,Argininosuccinate lyase C-terminal,-1.11650963,-1.47491694,3,0.15565432,Weak
PF02540,NAD_synthase,NAD synthase,-1.12033026,-1.47491694,3,0.15399504,Weak
PF00587,tRNA-synt_2b,tRNA synthetase class II core domain (G; H; P; S and T),-1.12045230,-1.47491694,3,0.15394204,Weak
PF09613,HrpB1_HrpK,Bacterial type III secretion protein (HrpB1_HrpK),-0.62899359,-0.98327796,2,0.15386375,Weak
PF00675,Peptidase_M16,Insulinase (Peptidase family M16),-1.12089281,-1.47491694,3,0.15375073,Weak
PF05193,Peptidase_M16_C,Peptidase M16 inactive domain,-1.12089281,-1.47491694,3,0.15375073,Weak
PF00910,RNA_helicase,RNA helicase,-0.63131503,-0.98327796,2,0.15285556,Weak
PF00986,DNA_gyraseB_C,DNA gyrase B subunit; carboxyl terminus,-0.63262136,-0.98327796,2,0.15228823,Weak
PF00204,DNA_gyraseB,DNA gyrase B,-0.63262136,-0.98327796,2,0.15228823,Weak
PF00958,GMP_synt_C,GMP synthase C terminal domain,-0.63343079,-0.98327796,2,0.15193670,Weak
PF13561,adh_short_C2,Enoyl-(Acyl carrier protein) reductase,-24.72413679,-25.07358798,51,0.15176472,Weak
PF09347,DUF1989,Domain of unknown function (DUF1989),-1.12994853,-1.47491694,3,0.14981788,Weak
PF00464,SHMT,Serine hydroxymethyltransferase,-0.64069023,-0.98327796,2,0.14878396,Weak
PF01841,Transglut_core,Transglutaminase-like superfamily,-2.61087825,-2.94983388,6,0.14720656,Weak
PF04632,FUSC,Fusaric acid resistance protein family,-2.61295208,-2.94983388,6,0.14630591,Weak
PF12850,Metallophos_2,Calcineurin-like phosphoesterase superfamily domain,-2.12310084,-2.45819490,5,0.14552950,Weak
PF03241,HpaB,4-hydroxyphenylacetate 3-hydroxylase C terminal,-0.64860270,-0.98327796,2,0.14534762,Weak
PF11794,HpaB_N,4-hydroxyphenylacetate 3-hydroxylase N terminal,-0.64860270,-0.98327796,2,0.14534762,Weak
PF11940,DUF3458,Domain of unknown function (DUF3458) Ig-like fold,-0.15943826,-0.49163898,1,0.14427294,Weak
PF01433,Peptidase_M1,Peptidase family M1 domain,-0.15943826,-0.49163898,1,0.14427294,Weak
PF17432,DUF3458_C,Domain of unknown function (DUF3458_C) ARM repeats,-0.15943826,-0.49163898,1,0.14427294,Weak
PF17900,Peptidase_M1_N,Peptidase M1 N-terminal domain,-0.15943826,-0.49163898,1,0.14427294,Weak
PF12698,ABC2_membrane_3,ABC-2 family transporter protein,-1.63483903,-1.96655592,4,0.14406281,Weak
PF13091,PLDc_2,PLD-like domain,-0.65264461,-0.98327796,2,0.14359224,Weak
PF13531,SBP_bac_11,Bacterial extracellular solute-binding protein,-8.52177983,-8.84950164,18,0.14232777,Weak
PF18364,Molybdopterin_N,Molybdopterin oxidoreductase N-terminal domain,-0.65580052,-0.98327796,2,0.14222164,Weak
PF03435,Sacchrp_dh_NADP,Saccharopine dehydrogenase NADP binding domain,-1.14755634,-1.47491694,3,0.14217090,Weak
PF12895,ANAPC3,Anaphase-promoting complex; cyclosome; subunit 3,-1.63920933,-1.96655592,4,0.14216482,Weak
PF03030,H_PPase,Inorganic H+ pyrophosphatase,-0.65697395,-0.98327796,2,0.14171203,Weak
PF00586,AIRS,AIR synthase related protein; N-terminal domain,-2.62634959,-2.94983388,6,0.14048744,Weak
PF02769,AIRS_C,AIR synthase related protein; C-terminal domain,-2.62634959,-2.94983388,6,0.14048744,Weak
PF01168,Ala_racemase_N,Alanine racemase; N-terminal domain,-3.11886565,-3.44147286,7,0.14010653,Weak
PF05228,CHASE4,CHASE4 domain,-0.66134338,-0.98327796,2,0.13981441,Weak
PF12897,Aminotran_MocR,Alanine-glyoxylate amino-transferase,-1.15443148,-1.47491694,3,0.13918506,Weak
PF00850,Hist_deacetyl,Histone deacetylase domain,-1.64642043,-1.96655592,4,0.13903308,Weak
PF16653,Sacchrp_dh_C,Saccharopine dehydrogenase C-terminal domain,-0.66393997,-0.98327796,2,0.13868673,Weak
PF01225,Mur_ligase,Mur ligase family; catalytic domain,-1.15704655,-1.47491694,3,0.13804935,Weak
PF01938,TRAM,TRAM domain,-0.67569313,-0.98327796,2,0.13358240,Weak
PF17863,AAA_lid_2,AAA lid domain,-0.67658799,-0.98327796,2,0.13319376,Weak
PF13353,Fer4_12,4Fe-4S single cluster domain,-1.17052739,-1.47491694,3,0.13219470,Weak
PF05746,DALR_1,DALR anticodon binding domain,-0.68044103,-0.98327796,2,0.13152041,Weak
PF17389,Bac_rhamnosid6H,Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain,-0.18925372,-0.49163898,1,0.13132425,Weak
PF14742,GDE_N_bis,N-terminal domain of (some) glycogen debranching enzymes,-0.18925372,-0.49163898,1,0.13132425,Weak
PF06202,GDE_C,Amylo-alpha-1;6-glucosidase,-0.18925372,-0.49163898,1,0.13132425,Weak
PF10589,NADH_4Fe-4S,NADH-ubiquinone oxidoreductase-F iron-sulfur binding region,-1.17289526,-1.47491694,3,0.13116635,Weak
PF01512,Complex1_51K,Respiratory-chain NADH dehydrogenase 51 Kd subunit,-1.17289526,-1.47491694,3,0.13116635,Weak
PF02390,Methyltransf_4,Putative methyltransferase,-0.68198107,-0.98327796,2,0.13085157,Weak
PF13419,HAD_2,Haloacid dehalogenase-like hydrolase,-6.58366650,-6.88294572,14,0.12997531,Weak
PF00478,IMPDH,IMP dehydrogenase / GMP reductase domain,-3.63462850,-3.93311184,8,0.12962967,Weak
PF13377,Peripla_BP_3,Periplasmic binding protein-like domain,-2.65164299,-2.94983388,6,0.12950266,Weak
PF11339,DUF3141,Protein of unknown function (DUF3141),-0.19524482,-0.49163898,1,0.12872235,Weak
PF10503,Esterase_PHB,Esterase PHB depolymerase,-0.68723368,-0.98327796,2,0.12857040,Weak
PF13460,NAD_binding_10,NAD(P)H-binding,-5.60677240,-5.89966776,12,0.12720284,Weak
PF01558,POR,Pyruvate ferredoxin/flavodoxin oxidoreductase,-0.20005021,-0.49163898,1,0.12663539,Weak
PF08840,BAAT_C,BAAT / Acyl-CoA thioester hydrolase C terminal,-1.18455282,-1.47491694,3,0.12610353,Weak
PF02129,Peptidase_S15,X-Pro dipeptidyl-peptidase (S15 family),-1.18606387,-1.47491694,3,0.12544729,Weak
PF04909,Amidohydro_2,Amidohydrolase,-2.17051704,-2.45819490,5,0.12493691,Weak
PF13286,HD_assoc,Phosphohydrolase-associated domain,-0.69754391,-0.98327796,2,0.12409272,Weak
PF01145,Band_7,SPFH domain / Band 7 family,-1.18994306,-1.47491694,3,0.12376258,Weak
PF01557,FAA_hydrolase,Fumarylacetoacetate (FAA) hydrolase family,-4.14159718,-4.42475082,9,0.12297206,Weak
PF00596,Aldolase_II,Class II Aldolase and Adducin N-terminal domain,-1.68372586,-1.96655592,4,0.12283154,Weak
PF01068,DNA_ligase_A_M,ATP dependent DNA ligase domain,-0.70113366,-0.98327796,2,0.12253371,Weak
PF04679,DNA_ligase_A_C,ATP dependent DNA ligase C terminal region,-0.70113366,-0.98327796,2,0.12253371,Weak
PF02687,FtsX,FtsX-like permease family,-1.68501711,-1.96655592,4,0.12227075,Weak
PF00226,DnaJ,DnaJ domain,-2.17767880,-2.45819490,5,0.12182659,Weak
PF01612,DNA_pol_A_exo1,3'-5' exonuclease,-1.19660204,-1.47491694,3,0.12087062,Weak
PF13354,Beta-lactamase2,Beta-lactamase enzyme family,-1.68830635,-1.96655592,4,0.12084225,Weak
PF13502,AsmA_2,AsmA-like C-terminal region,-1.19838347,-1.47491694,3,0.12009696,Weak
PF02563,Poly_export,Polysaccharide biosynthesis/export protein,-1.19924013,-1.47491694,3,0.11972492,Weak
PF10111,Glyco_tranf_2_2,Glycosyltransferase like family 2,-0.70812947,-0.98327796,2,0.11949547,Weak
PF05621,TniB,Bacterial TniB protein,-1.20089729,-1.47491694,3,0.11900522,Weak
PF02421,FeoB_N,Ferrous iron transport protein B,-2.67613989,-2.94983388,6,0.11886379,Weak
PF12804,NTP_transf_3,MobA-like NTP transferase domain,-4.15244929,-4.42475082,9,0.11825905,Weak
PF00690,Cation_ATPase_N,Cation transporter/ATPase; N-terminus,-1.69843697,-1.96655592,4,0.11644258,Weak
PF03279,Lip_A_acyltrans,Bacterial lipid A biosynthesis acyltransferase,-0.71580406,-0.98327796,2,0.11616244,Weak
PF06463,Mob_synth_C,Molybdenum Cofactor Synthesis C,-0.71608968,-0.98327796,2,0.11603840,Weak
PF08502,LeuA_dimer,LeuA allosteric (dimerisation) domain,-0.71616000,-0.98327796,2,0.11600786,Weak
PF08446,PAS_2,PAS fold,-0.22564966,-0.49163898,1,0.11551769,Weak
PF00360,PHY,Phytochrome region,-0.22564966,-0.49163898,1,0.11551769,Weak
PF13378,MR_MLE_C,Enolase C-terminal domain-like,-1.70086711,-1.96655592,4,0.11538719,Weak
PF02861,Clp_N,Clp amino terminal domain; pathogenicity island component,-0.71818411,-0.98327796,2,0.11512880,Weak
PF12775,AAA_7,P-loop containing dynein motor region,-0.71818411,-0.98327796,2,0.11512880,Weak
PF03372,Exo_endo_phos,Endonuclease/Exonuclease/phosphatase family,-1.70180018,-1.96655592,4,0.11498195,Weak
PF01921,tRNA-synt_1f,tRNA synthetases class I (K),-0.71888372,-0.98327796,2,0.11482496,Weak
PF14850,Pro_dh-DNA_bdg,DNA-binding domain of Proline dehydrogenase,-0.22755937,-0.49163898,1,0.11468832,Weak
PF01619,Pro_dh,Proline dehydrogenase,-0.22755937,-0.49163898,1,0.11468832,Weak
PF08309,LVIVD,LVIVD repeat,-0.22774914,-0.49163898,1,0.11460590,Weak
PF09818,ABC_ATPase,Predicted ATPase of the ABC class,-1.70487491,-1.96655592,4,0.11364662,Weak
PF13424,TPR_12,Tetratricopeptide repeat,-3.18226574,-3.44147286,7,0.11257222,Weak
PF07973,tRNA_SAD,Threonyl and Alanyl tRNA synthetase second additional domain,-0.72420436,-0.98327796,2,0.11251423,Weak
PF03734,YkuD,L;D-transpeptidase catalytic domain,-4.65784667,-4.91638980,10,0.11228385,Weak
PF16868,NMT1_3,NMT1-like family,-1.70898780,-1.96655592,4,0.11186041,Weak
PF06445,GyrI-like,GyrI-like small molecule binding domain,-0.72584724,-0.98327796,2,0.11180074,Weak
PF05893,LuxC,Acyl-CoA reductase (LuxC),-0.72641549,-0.98327796,2,0.11155395,Weak
PF01367,5_3_exonuc,5'-3' exonuclease; C-terminal SAM fold,-0.23511969,-0.49163898,1,0.11140491,Weak
PF02739,5_3_exonuc_N,5'-3' exonuclease; N-terminal resolvase-like domain,-0.23511969,-0.49163898,1,0.11140491,Weak
PF00120,Gln-synt_C,Glutamine synthetase; catalytic domain,-1.71036800,-1.96655592,4,0.11126100,Weak
PF00941,FAD_binding_5,FAD binding domain in molybdopterin dehydrogenase,-1.21983585,-1.47491694,3,0.11078031,Weak
PF03471,CorC_HlyC,Transporter associated domain,-1.71196798,-1.96655592,4,0.11056614,Weak
PF12836,HHH_3,Helix-hairpin-helix motif,-0.72939595,-0.98327796,2,0.11025955,Weak
PF14635,HHH_7,Helix-hairpin-helix motif,-0.72939595,-0.98327796,2,0.11025955,Weak
PF17674,HHH_9,HHH domain,-0.72939595,-0.98327796,2,0.11025955,Weak
PF18014,Acetyltransf_18,Acetyltransferase (GNAT) domain,-1.22105700,-1.47491694,3,0.11024997,Weak
PF13932,GIDA_assoc,GidA associated domain,-0.23811245,-0.49163898,1,0.11010517,Weak
PF06707,DUF1194,Protein of unknown function (DUF1194),-0.73158469,-0.98327796,2,0.10930900,Weak
PF14667,Polysacc_synt_C,Polysaccharide biosynthesis C-terminal domain,-1.71494303,-1.96655592,4,0.10927409,Weak
PF13231,PMT_2,Dolichyl-phosphate-mannose-protein mannosyltransferase,-1.22387295,-1.47491694,3,0.10902702,Weak
PF00346,Complex1_49kDa,Respiratory-chain NADH dehydrogenase; 49 Kd subunit,-0.73295875,-0.98327796,2,0.10871225,Weak
PF01522,Polysacc_deac_1,Polysaccharide deacetylase,-5.15840457,-5.40802878,11,0.10841042,Weak
PF06863,DUF1254,Protein of unknown function (DUF1254),-0.73467945,-0.98327796,2,0.10796496,Weak
PF01654,Cyt_bd_oxida_I,Cytochrome bd terminal oxidase subunit I,-1.22763052,-1.47491694,3,0.10739513,Weak
PF05992,SbmA_BacA,SbmA/BacA-like family,-0.24533591,-0.49163898,1,0.10696806,Weak
PF06472,ABC_membrane_2,ABC transporter transmembrane region 2,-0.24533591,-0.49163898,1,0.10696806,Weak
PF00929,RNase_T,Exonuclease,-0.73955204,-0.98327796,2,0.10584882,Weak
PF16912,Glu_dehyd_C,Glucose dehydrogenase C-terminus,-0.74044590,-0.98327796,2,0.10546062,Weak
PF13406,SLT_2,Transglycosylase SLT domain,-1.72460781,-1.96655592,4,0.10507673,Weak
PF00294,PfkB,pfkB family carbohydrate kinase,-2.21681135,-2.45819490,5,0.10483154,Weak
PF08443,RimK,RimK-like ATP-grasp domain,-0.74289073,-0.98327796,2,0.10439885,Weak
PF12221,HflK_N,Bacterial membrane protein N terminal,-0.74354882,-0.98327796,2,0.10411304,Weak
PF07394,DUF1501,Protein of unknown function (DUF1501),-0.25196024,-0.49163898,1,0.10409115,Weak
PF13116,DUF3971,Protein of unknown function,-0.25227715,-0.49163898,1,0.10395352,Weak
PF03461,TRCF,TRCF domain,-0.25255788,-0.49163898,1,0.10383160,Weak
PF00483,NTP_transferase,Nucleotidyl transferase,-2.71090680,-2.94983388,6,0.10376471,Weak
PF01306,LacY_symp,LacY proton/sugar symporter,-1.23648768,-1.47491694,3,0.10354851,Weak
PF00871,Acetate_kinase,Acetokinase family,-0.74504666,-0.98327796,2,0.10346254,Weak
PF00668,Condensation,Condensation domain,-0.25449680,-0.49163898,1,0.10298954,Weak
PF07167,PhaC_N,Poly-beta-hydroxybutyrate polymerase (PhaC) N-terminus,-0.74725976,-0.98327796,2,0.10250140,Weak
PF12344,UvrB,Ultra-violet resistance protein B,-0.25598512,-0.49163898,1,0.10234317,Weak
PF08241,Methyltransf_11,Methyltransferase domain,-14.51375568,-14.74916940,30,0.10223888,Weak
PF00551,Formyl_trans_N,Formyl transferase,-2.22295130,-2.45819490,5,0.10216500,Weak
PF00532,Peripla_BP_1,Periplasmic binding proteins and sugar binding domain of LacI family,-3.20625951,-3.44147286,7,0.10215186,Weak
PF00479,G6PD_N,Glucose-6-phosphate dehydrogenase; NAD binding domain,-0.25676321,-0.49163898,1,0.10200525,Weak
PF02781,G6PD_C,Glucose-6-phosphate dehydrogenase; C-terminal domain,-0.25676321,-0.49163898,1,0.10200525,Weak
PF03808,Glyco_tran_WecB,Glycosyl transferase WecB/TagA/CpsF family,-0.25679174,-0.49163898,1,0.10199286,Weak
PF08335,GlnD_UR_UTase,GlnD PII-uridylyltransferase,-0.74876843,-0.98327796,2,0.10184620,Weak
PF00809,Pterin_bind,Pterin binding enzyme,-0.74911752,-0.98327796,2,0.10169459,Weak
PF04820,Trp_halogenase,Tryptophan halogenase,-1.73281412,-1.96655592,4,0.10151277,Weak
PF06969,HemN_C,HemN C-terminal domain,-1.73392145,-1.96655592,4,0.10103186,Weak
PF08379,Bact_transglu_N,Bacterial transglutaminase-like N-terminal region,-2.22676240,-2.45819490,5,0.10050986,Weak
PF00484,Pro_CA,Carbonic anhydrase,-1.24455631,-1.47491694,3,0.10004435,Weak
PF10119,MethyTransf_Reg,Predicted methyltransferase regulatory domain,-0.26131350,-0.49163898,1,0.10002909,Weak
PF05045,RgpF,Rhamnan synthesis protein F,-0.75641046,-0.98327796,2,0.09852730,Weak
PF02562,PhoH,PhoH-like protein,-0.26484722,-0.49163898,1,0.09849441,Weak
PF00342,PGI,Phosphoglucose isomerase,-0.26571612,-0.49163898,1,0.09811705,Weak
PF01443,Viral_helicase1,Viral (Superfamily 1) RNA helicase,-0.75911718,-0.98327796,2,0.09735179,Weak
PF00449,Urease_alpha,Urease alpha-subunit; N-terminal domain,-0.75989342,-0.98327796,2,0.09701467,Weak
PF03460,NIR_SIR_ferr,Nitrite/Sulfite reductase ferredoxin-like half domain,-1.25173733,-1.47491694,3,0.09692567,Weak
PF13899,Thioredoxin_7,Thioredoxin-like,-0.26929437,-0.49163898,1,0.09656304,Weak
PF03190,Thioredox_DsbH,Protein of unknown function; DUF255,-0.26929437,-0.49163898,1,0.09656304,Weak
PF00208,ELFV_dehydrog,Glutamate/Leucine/Phenylalanine/Valine dehydrogenase,-0.26989167,-0.49163898,1,0.09630363,Weak
PF05088,Bac_GDH,Bacterial NAD-glutamate dehydrogenase,-0.26989167,-0.49163898,1,0.09630363,Weak
PF17760,UvrA_inter,UvrA interaction domain,-0.27034262,-0.49163898,1,0.09610779,Weak
PF17755,UvrA_DNA-bind,UvrA DNA-binding domain,-0.27034262,-0.49163898,1,0.09610779,Weak
PF03739,LptF_LptG,Lipopolysaccharide export system permease LptF/LptG,-0.76254817,-0.98327796,2,0.09586173,Weak
PF00196,GerE,Bacterial regulatory proteins; luxR family,-3.71467651,-3.93311184,8,0.09486526,Weak
PF02627,CMD,Carboxymuconolactone decarboxylase family,-3.71592104,-3.93311184,8,0.09432477,Weak
PF00919,UPF0004,Uncharacterized protein family UPF0004,-1.25777081,-1.47491694,3,0.09430537,Weak
PF00579,tRNA-synt_1b,tRNA synthetases class I (W and Y),-0.76615633,-0.98327796,2,0.09429472,Weak
PF02897,Peptidase_S9_N,Prolyl oligopeptidase; N-terminal beta-propeller domain,-0.27463012,-0.49163898,1,0.09424575,Weak
PF02353,CMAS,Mycolic acid cyclopropane synthetase,-2.24119131,-2.45819490,5,0.09424346,Weak
PF12951,PATR,Passenger-associated-transport-repeat,-2.73345500,-2.94983388,6,0.09397215,Weak
PF04095,NAPRTase,Nicotinate phosphoribosyltransferase (NAPRTase) family,-0.27594815,-0.49163898,1,0.09367334,Weak
PF17767,NAPRTase_N,Nicotinate phosphoribosyltransferase (NAPRTase) N-terminal domain,-0.27594815,-0.49163898,1,0.09367334,Weak
PF18085,Mak_N_cap,Maltokinase N-terminal cap domain,-0.27693437,-0.49163898,1,0.09324503,Weak
PF16657,Malt_amylase_C,Maltogenic Amylase; C-terminal domain,-0.27693437,-0.49163898,1,0.09324503,Weak
PF04107,GCS2,Glutamate-cysteine ligase family 2(GCS2),-0.76882076,-0.98327796,2,0.09313758,Weak
PF00144,Beta-lactamase,Beta-lactamase,-1.75227121,-1.96655592,4,0.09306267,Weak
PF00585,Thr_dehydrat_C,C-terminal regulatory domain of Threonine dehydratase,-0.27778203,-0.49163898,1,0.09287689,Weak
